actions,category,drugbank_id,known_action,organism,uniprot_id
agonist,target,DB00292,yes,Humans,P18089
inhibitor,enzyme,DB00292,unknown,Humans,P15538
inhibitor,enzyme,DB00292,unknown,Humans,P19099
inhibitor,carrier,DB00292,unknown,Humans,P11166
inhibitor,target,DB00293,yes,Humans,P04818
antagonist,target,DB00293,unknown,Humans,Q05932
agonist,target,DB00294,yes,Humans,P06401
agonist,target,DB00294,yes,Humans,P03372
substrate,enzyme,DB00294,no,Humans,P08684
carrier,carrier,DB00294,no,Humans,P02768
carrier,carrier,DB00294,no,Humans,P04278
agonist,target,DB00295,yes,Humans,P35372
agonist,target,DB00295,yes,Humans,P41145
agonist,target,DB00295,yes,Humans,P41143
activator,target,DB00295,unknown,Humans,Q9Y6Y9
substrate,enzyme,DB00295,no,Humans,P10632
substrate,enzyme,DB00295,no,Humans,P08684
substrate,enzyme,DB00295,no,Humans,P16662
substrate,enzyme,DB00295,no,Humans,P22309
substrate,enzyme,DB00295,no,Humans,Q9HAW9
substrate,enzyme,DB00295,no,Humans,P54855
substrate,enzyme,DB00295,no,Humans,P06133
substrate,enzyme,DB00295,no,Humans,P35503
binder,carrier,DB00295,no,Humans,P02768
substrate,transporter,DB00295,no,Humans,P08183
inhibitor,target,DB00296,yes,Humans,Q9Y5Y9
substrate,enzyme,DB00296,unknown,Humans,P05177
substrate,enzyme,DB00296,unknown,Humans,P20813
substrate,enzyme,DB00296,unknown,Humans,P08684
inhibitor,target,DB00297,yes,Humans,Q9Y5Y9
other/unknown,target,DB00297,unknown,Humans,P34995
substrate,enzyme,DB00297,unknown,Humans,P08684
substrate,enzyme,DB00297,unknown,Humans,P33261
substrate,enzyme,DB00297,unknown,Humans,P10635
antagonist,target,DB00298,yes,Humans,P35348
antagonist,target,DB00298,yes,Humans,P25100
antagonist,target,DB00298,yes,Humans,P35368
inhibitor,target,DB00299,yes,HHV-1,P04293
inducer,target,DB00299,yes,,P06478
inhibitor,target,DB00300,yes,Human immunodeficiency virus 1,Q72547
inhibitor,target,DB00300,unknown,HBV-D,P24024
substrate,enzyme,DB00300,unknown,Humans,P54819
substrate,enzyme,DB00300,unknown,Humans,P27144
substrate,transporter,DB00300,unknown,Humans,Q4U2R8
substrate,transporter,DB00300,unknown,Humans,Q8TCC7
substrate,transporter,DB00300,unknown,Humans,Q5T3U5
substrate,transporter,DB00300,unknown,Humans,O15439
substrate,transporter,DB00300,unknown,Humans,Q92887
substrate|inhibitor,transporter,DB00300,unknown,Humans,P08183
inhibitor,target,DB00301,yes,Clostridium perfringens (strain 13 / Type A),Q8XJ01
substrate|inducer,enzyme,DB00301,unknown,Humans,P08684
substrate,transporter,DB00301,no,Humans,O95342
inhibitor,target,DB00302,yes,Humans,P00747
,transporter,DB00302,unknown,Humans,Q16348
inhibitor,target,DB00303,yes,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),P44469
inhibitor,target,DB00303,yes,Escherichia coli (strain K12),P0AD65
inhibitor,target,DB00303,yes,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),P45059
inhibitor,target,DB00303,yes,Escherichia coli (strain K12),P0AD68
inhibitor,target,DB00303,yes,Escherichia coli (strain K12),P24228
inhibitor,target,DB00303,yes,Escherichia coli (strain K12),P02918
inhibitor,target,DB00303,yes,Escherichia coli (strain K12),P02919
inhibitor,target,DB00303,yes,Escherichia coli (strain K12),P08506
agonist,target,DB00304,yes,Humans,P06401
agonist,target,DB00304,yes,Humans,P03372
substrate,enzyme,DB00304,no,Humans,P08684
substrate,enzyme,DB00304,no,Humans,P11712
inducer,enzyme,DB00304,no,Humans,P22309
binder,carrier,DB00304,no,Humans,P02768
binder,carrier,DB00304,no,Humans,P04278
substrate,enzyme,DB00305,unknown,Humans,P16435
potentiator,target,DB00306,yes,Humans,P14867
potentiator,target,DB00306,yes,Humans,P47869
potentiator,target,DB00306,yes,Humans,P34903
potentiator,target,DB00306,yes,Humans,P48169
potentiator,target,DB00306,yes,Humans,P31644
potentiator,target,DB00306,yes,Humans,Q16445
antagonist,target,DB00306,unknown,Humans,P43681
antagonist,target,DB00306,unknown,Humans,P36544
antagonist,target,DB00306,unknown,Humans,P42262
antagonist,target,DB00306,unknown,Humans,Q13002
agonist,target,DB00307,yes,Humans,P19793
agonist,target,DB00307,yes,Humans,P28702
agonist,target,DB00307,yes,Humans,P48443
substrate|inducer,enzyme,DB00307,unknown,Humans,P08684
inhibitor,enzyme,DB00307,no,Humans,P10632
activator,target,DB00308,yes,Humans,Q13936
activator,target,DB00308,yes,Humans,Q02641
inhibitor,target,DB00308,yes,Humans,Q12809
activator,target,DB00308,unknown,Humans,P54289
activator,target,DB00308,unknown,Humans,Q06432
inhibitor,target,DB00308,unknown,Humans,O00180
inhibitor,target,DB00308,unknown,Humans,Q9Y257
inhibitor,target,DB00308,unknown,Humans,Q9H252
inhibitor,target,DB00308,unknown,Humans,Q9NS40
inhibitor,target,DB00308,unknown,Humans,Q14654
inhibitor,target,DB00309,yes,Humans,Q9H4B7
substrate,enzyme,DB00309,unknown,Humans,P08684
inhibitor,target,DB00310,yes,Humans,Q13621
inhibitor,target,DB00310,yes,Humans,P00915
,carrier,DB00310,no,Humans,P02768
inhibitor,target,DB00311,yes,Humans,P00915
inhibitor,target,DB00311,yes,Humans,P00918
inhibitor,target,DB00311,yes,Humans,P22748
inhibitor,target,DB00311,yes,Humans,P43166
inhibitor,target,DB00311,unknown,Humans,P07451
inhibitor,transporter,DB00311,unknown,Humans,Q4U2R8
potentiator,target,DB00312,yes,Humans,P14867
potentiator,target,DB00312,yes,Humans,P47869
potentiator,target,DB00312,yes,Humans,P34903
potentiator,target,DB00312,yes,Humans,P48169
potentiator,target,DB00312,yes,Humans,P31644
potentiator,target,DB00312,yes,Humans,Q16445
antagonist,target,DB00312,unknown,Humans,P43681
antagonist,target,DB00312,unknown,Humans,P36544
antagonist,target,DB00312,unknown,Humans,P42262
antagonist,target,DB00312,unknown,Humans,Q13002
activator,target,DB00312,unknown,Humans,O75469
inducer,enzyme,DB00312,unknown,Humans,P08684
substrate,enzyme,DB00312,unknown,Humans,P33261
inducer,enzyme,DB00312,unknown,Humans,P11509
inhibitor,target,DB00313,unknown,Humans,P45954
inhibitor,target,DB00313,yes,Humans,Q9UKV0
inhibitor,target,DB00313,unknown,Humans,Q02218
inhibitor,target,DB00313,unknown,Humans,P51649
inhibitor,target,DB00313,unknown,Humans,Q92769
,target,DB00313,unknown,Humans,Q07869
,target,DB00313,unknown,Humans,Q03181
,target,DB00313,unknown,Humans,P37231
substrate|inducer,enzyme,DB00313,unknown,Humans,P11509
substrate,enzyme,DB00313,unknown,Humans,P20813
substrate|inhibitor,enzyme,DB00313,unknown,Humans,P11712
substrate,enzyme,DB00313,unknown,Humans,P20815
substrate,enzyme,DB00313,unknown,Humans,P23219
inhibitor,enzyme,DB00313,unknown,Humans,P05177
substrate|inhibitor,enzyme,DB00313,unknown,Humans,P33261
inhibitor,enzyme,DB00313,unknown,Humans,P08684
substrate,enzyme,DB00313,unknown,Humans,P22310
substrate,enzyme,DB00313,unknown,Humans,Q9HAW9
substrate,enzyme,DB00313,unknown,Humans,Q9HAW8
substrate,enzyme,DB00313,unknown,Humans,P19224
substrate,enzyme,DB00313,unknown,Humans,P35503
substrate,enzyme,DB00313,unknown,Humans,P16662
substrate,enzyme,DB00313,unknown,Humans,P54855
substrate,enzyme,DB00313,unknown,Humans,O60656
substrate|inhibitor,enzyme,DB00313,no,Humans,P22309
,carrier,DB00313,unknown,Humans,P02768
inhibitor,transporter,DB00313,unknown,Humans,Q4U2R8
inhibitor,transporter,DB00313,unknown,Humans,O76082
substrate|inhibitor,transporter,DB00313,unknown,Humans,Q8TCC7
substrate,transporter,DB00313,unknown,Humans,P53985
substrate,transporter,DB00313,unknown,Humans,Q9Y694
inhibitor,transporter,DB00313,unknown,Humans,O94956
inhibitor,target,DB00314,yes,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),P9WJ63
agonist,target,DB00315,yes,Humans,P28222
agonist,target,DB00315,yes,Humans,P28221
agonist,target,DB00315,yes,Humans,P30939
agonist,target,DB00315,yes,Humans,P08908
substrate,enzyme,DB00315,unknown,Humans,P05177
substrate,enzyme,DB00315,unknown,Humans,P21397
inhibitor,target,DB00316,unknown,Humans,Q15185
inhibitor,target,DB00316,yes,Humans,P35354
inhibitor,target,DB00316,yes,Humans,P23219
activator,target,DB00316,unknown,Humans,Q8NER1
substrate,enzyme,DB00316,unknown,Humans,P05181
substrate,enzyme,DB00316,unknown,Humans,P05177
substrate|inducer,enzyme,DB00316,unknown,Humans,P08684
substrate,enzyme,DB00316,unknown,Humans,P10635
substrate,enzyme,DB00316,unknown,Humans,P11509
substrate,enzyme,DB00316,unknown,Humans,P19224
substrate,enzyme,DB00316,unknown,Humans,P22309
substrate,enzyme,DB00316,unknown,Humans,O60656
substrate,enzyme,DB00316,unknown,Humans,P54855
substrate,enzyme,DB00316,unknown,Humans,P50225
substrate,enzyme,DB00316,unknown,Humans,P0DMM9
inhibitor,enzyme,DB00316,unknown,Humans,P11245
substrate,enzyme,DB00316,unknown,Humans,O00519
substrate,enzyme,DB00316,unknown,Humans,P09211
substrate,enzyme,DB00316,unknown,Humans,P09488
binder,carrier,DB00316,unknown,Humans,P02768
inhibitor,transporter,DB00316,unknown,Humans,P08183
antagonist,target,DB00317,yes,Humans,P00533
substrate|inhibitor,enzyme,DB00317,unknown,Humans,P08684
substrate|inhibitor,enzyme,DB00317,no,Humans,P10635
substrate,enzyme,DB00317,unknown,Humans,P20815
substrate|inhibitor,enzyme,DB00317,unknown,Humans,P04798
inhibitor,enzyme,DB00317,unknown,Humans,P11712
inhibitor,enzyme,DB00317,unknown,Humans,P33261
substrate,carrier,DB00317,unknown,Humans,P02768
substrate,carrier,DB00317,unknown,Humans,P02763
substrate|inhibitor,transporter,DB00317,unknown,Humans,P08183
substrate|inhibitor,transporter,DB00317,unknown,Humans,Q9UNQ0
agonist,target,DB00318,yes,Humans,P35372
agonist,target,DB00318,yes,Humans,P41145
agonist,target,DB00318,yes,Humans,P41143
substrate,enzyme,DB00318,unknown,Humans,P10635
substrate,enzyme,DB00318,unknown,Humans,P08684
substrate,enzyme,DB00318,unknown,Humans,P16662
substrate,enzyme,DB00318,unknown,Humans,P06133
substrate|inhibitor,transporter,DB00318,unknown,Humans,O15245
inhibitor,target,DB00319,yes,Streptococcus pneumoniae,Q75Y35
inhibitor,target,DB00319,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),P0A3M6
inhibitor,target,DB00319,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),Q8DNB6
inhibitor,target,DB00319,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),Q7CRA4
inhibitor,transporter,DB00319,unknown,Humans,Q4U2R8
substrate,transporter,DB00319,unknown,Humans,Q8TCC7
agonist,target,DB00320,yes,Humans,P28221
agonist,target,DB00320,yes,Humans,P28222
agonist,target,DB00320,unknown,Humans,P08913
agonist,target,DB00320,unknown,Humans,P41595
substrate|inhibitor,enzyme,DB00320,unknown,Humans,P08684
inhibitor,transporter,DB00320,unknown,Humans,P08183
inhibitor,target,DB00321,yes,Humans,P23975
inhibitor,target,DB00321,yes,Humans,P31645
antagonist,target,DB00321,yes,Humans,P28223
inhibitor|inducer,target,DB00321,unknown,Humans,P08908
agonist,target,DB00321,unknown,Humans,P41143
agonist,target,DB00321,unknown,Humans,P41145
agonist|activator,target,DB00321,unknown,Humans,P04629
agonist,target,DB00321,unknown,Humans,Q16620
antagonist|inhibitor,target,DB00321,no,Humans,P35348
antagonist,target,DB00321,no,Humans,P25100
antagonist|agonist,target,DB00321,no,Humans,P08913
antagonist,target,DB00321,no,Humans,P35367
inhibitor,target,DB00321,no,Humans,O43526
inhibitor,target,DB00321,no,Humans,Q09470
blocker,target,DB00321,unknown,Humans,P25021
binder,target,DB00321,unknown,Humans,Q9H3N8
agonist,target,DB00321,unknown,Humans,Q99720
antagonist,target,DB00321,unknown,Humans,P28335
antagonist,target,DB00321,unknown,Humans,P35368
antagonist,target,DB00321,unknown,Humans,P34969
binder,target,DB00321,unknown,Humans,P28221
binder,target,DB00321,unknown,Humans,P35372
binder,target,DB00321,unknown,Humans,P28222
antagonist,target,DB00321,unknown,Humans,P50406
inhibitor,target,DB00321,unknown,Humans,O43525
antagonist,target,DB00321,unknown,Rat,P08909
substrate,enzyme,DB00321,unknown,Humans,P10635
substrate,enzyme,DB00321,unknown,Humans,P05177
substrate|inhibitor,enzyme,DB00321,unknown,Humans,P33261
substrate,enzyme,DB00321,unknown,Humans,P11712
substrate,enzyme,DB00321,unknown,Humans,P08684
substrate,enzyme,DB00321,unknown,Humans,P20815
substrate,enzyme,DB00321,unknown,Humans,P20813
substrate|inhibitor,enzyme,DB00321,unknown,Humans,P10632
substrate|inhibitor,enzyme,DB00321,no,Humans,P36537
substrate,enzyme,DB00321,unknown,Humans,P22310
binder,carrier,DB00321,no,Humans,P02768
binder,carrier,DB00321,no,Humans,P02763
substrate,transporter,DB00321,unknown,Humans,P08183
,target,DB00322,yes,Humans,P04818
substrate,enzyme,DB00322,unknown,Humans,P19971
inhibitor,enzyme,DB00322,unknown,Humans,P11712
inducer,carrier,DB00322,no,Humans,P05543
inhibitor,target,DB00323,yes,Humans,P21964
inhibitor,enzyme,DB00323,no,Humans,P11712
agonist,target,DB00324,yes,Humans,P04150
substrate|inducer,enzyme,DB00324,unknown,Humans,P08684
inducer,enzyme,DB00324,unknown,Humans,P20815
,carrier,DB00324,unknown,Humans,P08185
agonist,target,DB00325,yes,Humans,P16066
inhibitor,enzyme,DB00325,unknown,Humans,P04798
agonist,target,DB00327,yes,Humans,P35372
partial agonist,target,DB00327,yes,Humans,P41143
agonist,target,DB00327,yes,Humans,P41145
substrate,enzyme,DB00327,no,Humans,P11712
substrate,enzyme,DB00327,no,Humans,P35503
substrate,enzyme,DB00327,no,Humans,P16662
binder,carrier,DB00327,no,Humans,P02768
inhibitor,target,DB00328,unknown,Humans,P23219
inhibitor,target,DB00328,yes,Humans,P35354
inhibitor,target,DB00328,yes,Humans,P14555
inhibitor,target,DB00328,unknown,Humans,Q8N8N7
activator,target,DB00328,unknown,Humans,P37231
inhibitor,target,DB00328,unknown,Humans,Q04760
other/unknown,target,DB00328,unknown,Humans,Q9Y5Y4
agonist,target,DB00328,unknown,Humans,Q07869
inhibitor,target,DB00328,unknown,Humans,P42330
substrate|inhibitor,enzyme,DB00328,unknown,Humans,P33261
substrate,enzyme,DB00328,unknown,Humans,P11712
substrate,enzyme,DB00328,unknown,Humans,P23141
substrate,enzyme,DB00328,unknown,Humans,O60656
substrate|inhibitor,enzyme,DB00328,unknown,Humans,P22309
substrate|inhibitor,enzyme,DB00328,unknown,Humans,P16662
,carrier,DB00328,unknown,Humans,P02768
inhibitor,transporter,DB00328,unknown,Humans,O15438
inhibitor,transporter,DB00328,unknown,Humans,O15439
inhibitor,transporter,DB00328,unknown,Humans,O95255
substrate|inhibitor,transporter,DB00328,unknown,Humans,P08183
inhibitor,transporter,DB00328,unknown,Humans,P33527
substrate|inhibitor,transporter,DB00328,unknown,Humans,P46721
substrate|inhibitor,transporter,DB00328,unknown,Humans,Q4U2R8
inhibitor,transporter,DB00328,unknown,Humans,Q8TCC7
substrate|inhibitor,transporter,DB00328,unknown,Humans,Q92887
inhibitor,transporter,DB00328,unknown,Humans,Q96J66
inhibitor,transporter,DB00328,unknown,Humans,Q9NSA0
substrate,transporter,DB00328,unknown,Humans,Q14973
substrate,transporter,DB00328,unknown,Humans,Q9Y694
inhibitor,transporter,DB00328,unknown,Humans,Q9Y6L6
substrate,transporter,DB00328,no,Humans,O95342
inhibitor,target,DB00330,yes,Mycobacterium tuberculosis,P9WNL5
inhibitor,target,DB00330,yes,Mycobacterium tuberculosis,P9WNL7
inhibitor,target,DB00330,yes,Mycobacterium tuberculosis,P9WNL9
inducer|activator,target,DB00331,yes,Humans,Q9Y478
inhibitor,target,DB00331,yes,Humans,Q16134
inhibitor,target,DB00331,unknown,Humans,P21695
substrate,transporter,DB00331,unknown,Humans,O15245
substrate|inhibitor,transporter,DB00331,unknown,Humans,O15244
substrate,transporter,DB00331,unknown,Humans,O75751
substrate,transporter,DB00331,unknown,Humans,Q96FL8
substrate,transporter,DB00331,unknown,Humans,Q7RTT9
substrate,transporter,DB00331,unknown,Humans,Q86VL8
antagonist,target,DB00332,yes,Humans,P11229
antagonist,target,DB00332,yes,Humans,P08172
antagonist,target,DB00332,yes,Humans,P20309
binder,carrier,DB00332,no,Humans,P02768
substrate,transporter,DB00332,unknown,Humans,O76082
substrate,transporter,DB00332,unknown,Humans,Q9H015
agonist,target,DB00333,yes,Humans,P35372
agonist,target,DB00333,yes,Humans,P41143
antagonist,target,DB00333,unknown,Humans,P46098
agonist,target,DB00333,yes,Humans,P36544
antagonist,target,DB00333,unknown,Humans,P32297
antagonist,target,DB00333,unknown,Humans,P43681
antagonist,target,DB00333,unknown,Humans,P17787
substrate|inhibitor|inducer,enzyme,DB00333,unknown,Humans,P08684
substrate,enzyme,DB00333,unknown,Humans,P33261
substrate,enzyme,DB00333,unknown,Humans,P24462
substrate|inhibitor,enzyme,DB00333,unknown,Humans,P10635
substrate|inducer,enzyme,DB00333,unknown,Humans,P20813
substrate,enzyme,DB00333,unknown,Humans,P10632
substrate,enzyme,DB00333,unknown,Humans,P11511
substrate,enzyme,DB00333,unknown,Humans,P05177
substrate,enzyme,DB00333,unknown,Humans,P33260
substrate,enzyme,DB00333,unknown,Humans,P11712
,carrier,DB00333,no,Humans,P02763
,carrier,DB00333,no,Humans,P02768
inhibitor,transporter,DB00333,unknown,Humans,P08183
antagonist,target,DB00334,yes,Humans,P28223
antagonist,target,DB00334,yes,Humans,P14416
antagonist,target,DB00334,unknown,Humans,P21728
antagonist,target,DB00334,unknown,Humans,P21918
antagonist,target,DB00334,unknown,Humans,P35462
antagonist,target,DB00334,unknown,Humans,P21917
antagonist,target,DB00334,unknown,Humans,P28335
antagonist,target,DB00334,unknown,Humans,P46098
antagonist,target,DB00334,unknown,Humans,P50406
antagonist,target,DB00334,unknown,Humans,P35367
antagonist,target,DB00334,unknown,Humans,P35348
antagonist,target,DB00334,unknown,Humans,P35368
antagonist,target,DB00334,unknown,Humans,P11229
antagonist,target,DB00334,unknown,Humans,P08172
antagonist,target,DB00334,unknown,Humans,P20309
antagonist,target,DB00334,unknown,Humans,P08173
substrate,enzyme,DB00334,no,Humans,P05177
substrate|inhibitor,enzyme,DB00334,no,Humans,P10635
substrate,enzyme,DB00334,unknown,Humans,P31513
inhibitor,enzyme,DB00334,unknown,Humans,P33261
inhibitor,enzyme,DB00334,no,Humans,P11712
substrate,enzyme,DB00334,no,Humans,P22310
inhibitor,enzyme,DB00334,unknown,Humans,P08684
binder,carrier,DB00334,no,Humans,P02768
binder,carrier,DB00334,no,Humans,P02763
substrate,transporter,DB00334,no,Humans,P08183
antagonist,target,DB00335,yes,Humans,P08588
antagonist,target,DB00335,unknown,Humans,P07550
substrate,enzyme,DB00335,no,Humans,P10635
substrate,carrier,DB00335,no,Humans,P02768
substrate,transporter,DB00335,no,Humans,O95342
inhibitor,target,DB00336,yes,Escherichia coli (strain K12),P07003
inhibitor,target,DB00336,yes,Escherichia coli (strain K12),P06715
inhibitor,target,DB00336,yes,Escherichia coli (strain K12),P61889
inhibitor,target,DB00336,yes,Escherichia coli (strain K12),P77390
substrate,enzyme,DB00336,unknown,Humans,P47989
potentiator,target,DB00337,yes,Humans,P42345
potentiator,target,DB00337,unknown,Humans,P62942
substrate|inhibitor,enzyme,DB00337,unknown,Humans,P08684
inhibitor,target,DB00338,yes,Humans,P20648
agonist,target,DB00338,unknown,Humans,P35869
substrate|inducer,enzyme,DB00338,unknown,Humans,P04798
inhibitor|inducer,enzyme,DB00338,unknown,Humans,P05177
inducer,enzyme,DB00338,unknown,Humans,Q16678
substrate,enzyme,DB00338,unknown,Humans,P10632
substrate,enzyme,DB00338,unknown,Humans,P11712
substrate,enzyme,DB00338,unknown,Humans,P33260
inhibitor,enzyme,DB00338,unknown,Humans,P10635
substrate|inhibitor|inducer,enzyme,DB00338,unknown,Humans,P08684
substrate|inhibitor,enzyme,DB00338,unknown,Humans,P33261
inhibitor,transporter,DB00338,unknown,Humans,Q9UNQ0
inducer,transporter,DB00338,unknown,Humans,O15438
substrate|inhibitor,transporter,DB00338,unknown,Humans,P08183
inhibitor,target,DB00339,yes,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),P95029
substrate,enzyme,DB00339,unknown,Humans,P47989
substrate,enzyme,DB00339,unknown,Humans,Q06278
antagonist,target,DB00340,yes,Humans,P11229
antagonist,target,DB00340,yes,Humans,P08173
antagonist,target,DB00340,yes,Humans,P08912
antagonist,target,DB00340,unknown,Humans,P08172
antagonist,target,DB00340,unknown,Humans,P20309
antagonist,target,DB00341,yes,Humans,P35367
substrate|inhibitor,transporter,DB00341,yes,Humans,P08183
antagonist,target,DB00342,yes,Humans,P35367
inhibitor,target,DB00342,unknown,Humans,Q12809
antagonist,target,DB00342,unknown,Humans,P20309
binder,target,DB00342,unknown,Humans,P11229
binder,target,DB00342,unknown,Humans,P08912
binder,target,DB00342,unknown,Humans,P08173
binder,target,DB00342,unknown,Humans,P08172
substrate|inhibitor|inducer,enzyme,DB00342,unknown,Humans,P08684
substrate,enzyme,DB00342,unknown,Humans,P24462
substrate|inhibitor,enzyme,DB00342,unknown,Humans,P10635
substrate,enzyme,DB00342,unknown,Humans,P20815
inhibitor,enzyme,DB00342,unknown,Humans,P10632
inhibitor,enzyme,DB00342,unknown,Humans,P51589
inhibitor,transporter,DB00342,unknown,Humans,P08183
substrate,transporter,DB00342,no,Humans,O95342
blocker,target,DB00343,yes,Humans,Q06432
blocker,target,DB00343,yes,Humans,Q13936
substrate|inhibitor,enzyme,DB00343,unknown,Humans,P08684
substrate|inhibitor,enzyme,DB00343,unknown,Humans,P20815
substrate|inhibitor,enzyme,DB00343,unknown,Humans,P24462
substrate,enzyme,DB00343,unknown,Humans,P33261
substrate,enzyme,DB00343,unknown,Humans,P10635
substrate,enzyme,DB00343,unknown,Humans,P10632
binder,carrier,DB00343,no,Humans,P02768
binder,carrier,DB00343,no,Humans,P02763
substrate|inhibitor,transporter,DB00343,unknown,Humans,P08183
inhibitor,target,DB00344,yes,Humans,P23975
inhibitor,target,DB00344,yes,Humans,P31645
inhibitor,transporter,DB00344,unknown,Humans,P08183
inhibitor,transporter,DB00345,unknown,Humans,O15244
inhibitor,transporter,DB00345,unknown,Humans,O76082
substrate|inhibitor,transporter,DB00345,unknown,Humans,Q4U2R8
substrate|inhibitor,transporter,DB00345,unknown,Humans,Q8TCC7
substrate|inhibitor,transporter,DB00345,unknown,Humans,Q92887
inhibitor,transporter,DB00345,unknown,Humans,Q9H015
substrate|inhibitor,transporter,DB00345,unknown,Humans,Q9NSA0
inhibitor,transporter,DB00345,unknown,Humans,Q9UIG8
inhibitor,transporter,DB00345,unknown,Humans,Q9Y6L6
substrate,transporter,DB00345,unknown,Humans,P33527
substrate,transporter,DB00345,unknown,Humans,P46721
substrate,transporter,DB00345,unknown,Humans,P53985
substrate,transporter,DB00345,unknown,Humans,Q9Y694
antagonist,target,DB00346,yes,Humans,P35348
antagonist,target,DB00346,yes,Humans,P35368
antagonist,target,DB00346,yes,Humans,P25100
inhibitor,target,DB00346,unknown,Humans,Q12809
substrate,enzyme,DB00346,unknown,Humans,P08684
inhibitor,target,DB00347,yes,Humans,O43497
substrate,enzyme,DB00347,unknown,Humans,P05181
substrate,enzyme,DB00347,unknown,Humans,P08684
substrate,enzyme,DB00347,unknown,Humans,P10632
substrate,enzyme,DB00347,unknown,Humans,P11712
substrate,enzyme,DB00347,unknown,Humans,P33261
inhibitor,target,DB00348,yes,Humans,P32754
substrate|inducer,enzyme,DB00349,unknown,Humans,P08684
substrate,enzyme,DB00349,unknown,Humans,P33261
substrate,enzyme,DB00349,unknown,Humans,P20813
substrate,enzyme,DB00349,unknown,Humans,P33260
inhibitor,enzyme,DB00349,unknown,Humans,P10635
other,transporter,DB00349,yes,Humans,P30531
other,transporter,DB00349,yes,Humans,P48066
substrate,transporter,DB00349,unknown,Humans,P08183
inducer,target,DB00350,yes,Humans,P48048
inducer,target,DB00350,unknown,Humans,P23219
,target,DB00350,unknown,Humans,P00797
substrate,enzyme,DB00350,no,Humans,P22309
agonist,target,DB00351,yes,Humans,P06401
agonist,target,DB00351,unknown,Humans,P04150
substrate,enzyme,DB00351,no,Humans,P08684
inhibitor,transporter,DB00351,unknown,Humans,P08183
substrate,enzyme,DB00352,unknown,Humans,P00492
inhibitor,transporter,DB00352,unknown,Humans,O15439
antagonist,target,DB00353,yes,Humans,P21728
,target,DB00353,unknown,Humans,P41595
substrate|inhibitor,enzyme,DB00353,unknown,Humans,P08684
antagonist,target,DB00354,yes,Humans,P35367
antagonist,target,DB00354,yes,Humans,P11229
inhibitor,target,DB00355,yes,Bacillus subtilis (strain 168),P42971
potentiator,target,DB00355,yes,Citrobacter freundii,P05193
,target,DB00356,yes,Humans,Q12791
substrate|inhibitor,enzyme,DB00356,unknown,Humans,P05181
substrate,enzyme,DB00356,unknown,Humans,P04798
substrate,enzyme,DB00356,unknown,Humans,P05177
substrate,enzyme,DB00356,unknown,Humans,P11509
substrate|inhibitor,enzyme,DB00356,unknown,Humans,P08684
substrate,enzyme,DB00356,unknown,Humans,P10635
inhibitor,target,DB00357,yes,Humans,P11511
inhibitor,target,DB00357,yes,Humans,P05108
inducer,enzyme,DB00357,unknown,Humans,P08684
inducer,enzyme,DB00357,unknown,Humans,P33261
antagonist,target,DB00358,yes,Humans,P69905
antagonist,target,DB00358,unknown,Humans,P29274
substrate|inhibitor,enzyme,DB00358,unknown,Humans,P08684
inhibitor,enzyme,DB00358,unknown,Humans,P06276
inhibitor,enzyme,DB00358,unknown,Humans,P11511
inhibitor,enzyme,DB00358,unknown,Humans,P22303
inhibitor,transporter,DB00358,unknown,Humans,P08183
inhibitor,target,DB00359,yes,Plasmodium falciparum,Q27738
inhibitor,enzyme,DB00359,unknown,Humans,P11712
substrate,enzyme,DB00359,unknown,Humans,P10632
substrate,enzyme,DB00359,unknown,Humans,P08684
cofactor,target,DB00360,yes,Humans,P00439
cofactor,target,DB00360,yes,Humans,P29474
cofactor,target,DB00360,yes,Humans,P07101
cofactor,target,DB00360,yes,Humans,P17752
inducer,enzyme,DB00360,unknown,Humans,P35354
antagonist|inhibitor,target,DB00361,yes,Humans,P07437
substrate,enzyme,DB00361,yes,Humans,P08684
inhibitor,enzyme,DB00361,yes,Humans,P10635
substrate,transporter,DB00361,unknown,Humans,P08183
inhibitor,target,DB00362,yes,Aspergillus niger (strain CBS 513.88 / FGSC A1513),A2QLK4
antagonist,target,DB00363,yes,Humans,P14416
antagonist,target,DB00363,yes,Humans,P28223
antagonist,target,DB00363,unknown,Humans,P21728
antagonist,target,DB00363,unknown,Humans,P35462
antagonist,target,DB00363,unknown,Humans,P21917
antagonist,target,DB00363,unknown,Humans,P08908
antagonist,target,DB00363,unknown,Humans,P28222
antagonist,target,DB00363,unknown,Humans,P28221
antagonist,target,DB00363,unknown,Humans,P28566
antagonist,target,DB00363,unknown,Humans,P46098
antagonist,target,DB00363,unknown,Humans,P28335
antagonist,target,DB00363,unknown,Humans,P50406
antagonist,target,DB00363,unknown,Humans,P34969
antagonist,target,DB00363,no,Humans,P35367
antagonist,target,DB00363,no,Humans,Q9H3N8
antagonist,target,DB00363,no,Humans,P35348
antagonist,target,DB00363,no,Humans,P35368
antagonist,target,DB00363,no,Humans,P08913
antagonist,target,DB00363,no,Humans,P18089
