drugbank_id	clinicaltrials_id
DB00912	REPAGLINIDE
DB00914	PHENFORMIN
DB00915	AMANTADINE
DB00915	AMANTADINE HYDROCHLORIDE
DB00915	GOCOVRI
DB00915	MANTADIX
DB00915	OSMOLEX
DB00915	SYMADINE
DB00915	SYMMETREL
DB00916	BAYER 5360
DB00916	BAYER-5360
DB00916	FLAGYL
DB00916	FLAGYL I.V.
DB00916	METRO I.V.
DB00916	METROCREAM
DB00916	METROGEL
DB00916	METROGEL-VAGINAL
DB00916	METROLOTION
DB00916	METRONIDAZOLE
DB00916	METRONIDAZOLE HYDROCHLORIDE
DB00916	NORITATE
DB00916	PROTOSTAT
DB00916	SATRIC
DB00916	VANDAZOLE
DB00917	CERVIDIL
DB00917	DINOPROSTONE
DB00917	PREPIDIL
DB00917	PROPESS
DB00917	PROSTAGLANDIN E2
DB00917	PROSTIN E2
DB00918	ALMOTRIPTAN
DB00918	ALMOTRIPTAN MALATE
DB00918	AXERT
DB00919	SPECTINOMYCIN
DB00919	SPECTINOMYCIN HYDROCHLORIDE
DB00920	ALAWAY
DB00920	KETOTIFEN
DB00920	KETOTIFEN FUMARATE
DB00920	ZADITEN
DB00920	ZADITOR
DB00921	BELBUCA
DB00921	BRIXADI
DB00921	BUPRENEX
DB00921	BUPRENORPHINE
DB00921	BUPRENORPHINE HYDROCHLORIDE
DB00921	BUTRANS
DB00921	NOPAN
DB00921	PROBUPHINE
DB00921	SCH-028444
DB00921	SUBLOCADE
DB00921	SUBOXONE
DB00921	SUBUTEX
DB00921	TEMGESIC
DB00922	LEVOSIMENDAN
DB00922	OR-1259
DB00922	SIMDAX
DB00922	SIMENDAN
DB00924	AMRIX
DB00924	CYCLOBENZAPRINE
DB00924	CYCLOBENZAPRINE HYDROCHLORIDE
DB00924	FLEXERIL
DB00924	TNX-102
DB00925	DIBENZYLINE
DB00925	PHENOXYBENZAMINE
DB00925	PHENOXYBENZAMINE HYDROCHLORIDE
DB00927	FAMOTIDINE
DB00927	FLUXID
DB00927	MK-208
DB00927	PEPCID
DB00927	PEPCIDINE
DB00927	PEPTAN
DB00927	YM-11170
DB00928	AZACITIDINE
DB00928	NSC-102816
DB00928	U-18,496
DB00928	U-18496
DB00928	VIDAZA
DB00929	CYTOTEC
DB00929	MISOPROSTOL
DB00929	SC-29333
DB00931	METACYCLINE
DB00931	METACYCLINE HYDROCHLORIDE
DB00931	METHACYCLINE
DB00931	METHACYCLINE HYDROCHLORIDE
DB00931	RONDOMYCIN
DB00932	APTIVUS
DB00932	TIPRANAVIR
DB00932	TIPRANAVIR DISODIUM
DB00932	TIPRANAVIR SODIUM
DB00933	MESORIDAZINE
DB00933	MESORIDAZINE BENZENESULFONATE
DB00933	MESORIDAZINE BESILATE
DB00933	MESORIDAZINE BESYLATE
DB00933	NC-123
DB00933	SERENTIL
DB00934	LUDIOMIL
DB00934	MAPROTILINE
DB00934	MAPROTILINE HYDROCHLORIDE
DB00935	AFRIN
DB00935	OCUCLEAR
DB00935	OXYMETAZOLINE
DB00935	OXYMETAZOLINE HYDROCHLORIDE
DB00935	RHOFADE
DB00935	VISINE L.R.
DB00936	COMPOUND W
DB00936	SALICYLIC ACID
DB00937	AMFEPRAMONE
DB00937	AMFEPRAMONE HYDROCHLORIDE
DB00937	DIETHYLPROPION
DB00937	DIETHYLPROPION HYDROCHLORIDE
DB00937	TENUATE
DB00937	TEPANIL
DB00938	GR 33343 G
DB00938	GR-33343 G
DB00938	LIPO-202
DB00938	SALMETEROL
DB00938	SALMETEROL XINAFOATE
DB00938	SEREVENT
DB00938	SN408D
DB00939	MECLOFENAMATE SODIUM
DB00939	MECLOFENAMIC ACID
DB00939	MECLOMEN
DB00940	BANTHINE
DB00940	METHANTHELINE
DB00940	METHANTHELINE BROMIDE
DB00940	METHANTHELINIUM
DB00940	METHANTHELINIUM BROMIDE
DB00940	VAGANTIN
DB00943	HIVID
DB00943	NSC-606170
DB00943	ZALCITABINE
DB00945	ACETYLSALICYLIC ACID
DB00945	ASPIRIN
DB00945	BAY1019036
DB00945	DURLAZA
DB00945	MEASURIN
DB00946	LIQUAMAR
DB00946	PHENPROCOUMON
DB00947	FASLODEX
DB00947	FULVESTRANT
DB00947	ICI 182,780
DB00947	ICI-182780
DB00947	ZD-9238
DB00947	ZD9238
DB00948	BAY-F-1353
DB00948	MEZLOCILLIN
DB00948	MEZLOCILLIN SODIUM
DB00949	ADD-03055
DB00949	FELBAMATE
DB00949	FELBATOL
DB00949	TALOXA
DB00949	W-554
DB00950	ALLEGRA
DB00950	FEXOFENADINE
DB00950	FEXOFENADINE HYDROCHLORIDE
DB00950	TELFAST
DB00951	ISONIAZID
DB00951	LANIAZID
DB00951	NYDRAZID
DB00952	AMERGE
DB00952	GR 85548A
DB00952	GR-85548A
DB00952	NARAMIG
DB00952	NARATRIPTAN
DB00952	NARATRIPTAN HYDROCHLORIDE
DB00953	MAXALT
DB00953	MK-0462
DB00953	RIZATRIPTAN
DB00953	RIZATRIPTAN BENZOATE
DB00954	DIRITHROMYCIN
DB00954	DYNABAC
DB00954	LY 237216
DB00954	LY-237216
DB00955	NETILMICIN
DB00955	NETILMICIN SULFATE
DB00955	SCH 20569
DB00955	SCH-20569
DB00956	CEP-33237
DB00956	DICODID
DB00956	HYCODAN
DB00956	HYDROCODONE
DB00956	HYDROCODONE BITARTRATE
DB00956	HYDROCODONE POLISTIREX
DB00956	HYSINGLA
DB00956	ZOHYDRO
DB00957	NORGESTIMATE
DB00958	AMMONIA
DB00958	AMMONIA N 13
DB00958	AMMONIA N-13
DB00958	AMMONIA SOLUTION, STRONG
DB00958	AMMONIA WATER
DB00959	MEDROL
DB00959	METHYLPREDNISOLONE
DB00960	CARVISKEN
DB00960	LB-46
DB00960	PINDOLOL
DB00960	VISKEN
DB00961	CARBOCAINE
DB00961	MEPIVACAINE
DB00961	MEPIVACAINE HYDROCHLORIDE
DB00961	POLOCAINE
DB00961	SCANDICAIN
DB00961	SCANDICAINE
DB00962	L-846
DB00962	SKP-1041
DB00962	SONATA
DB00962	ZALEPLON
DB00963	BROMDAY
DB00963	BROMFENAC
DB00963	BROMFENAC SODIUM
DB00963	BROMSITE
DB00963	ISV-303
DB00963	XIBROM
DB00963	YELLOX
DB00964	APRACLONIDINE
DB00964	APRACLONIDINE HYDROCHLORIDE
DB00964	IOPIDINE
DB00966	BIBR 277 SE
DB00966	BIBR-277
DB00966	BIBR-277 SE
DB00966	BIBR-277-SE
DB00966	MICARDIS
DB00966	PRITOR
DB00966	TELMISARTAN
DB00967	AERIUS
DB00967	AZOMYR
DB00967	CLARINEX
DB00967	DENOSIN
DB00967	DESLORATADINE
DB00967	NEOCLARITYN
DB00967	SCH-34117
DB00968	ALDOMET
DB00968	DOPAMET
DB00968	DOPEGYT
DB00968	METHYLDOPA
DB00969	ALOSETRON
DB00969	ALOSETRON HYDROCHLORIDE
DB00969	LOTRONEX
DB00970	ACTINOMYCIN D
DB00970	COSMEGEN
DB00970	DACTINOMYCIN
DB00971	SELENIUM DISULFIDE
DB00971	SELENIUM SULFIDE
DB00971	SELSUN
DB00972	A-5610
DB00972	ASTELIN
DB00972	ASTEPRO
DB00972	AZELASTINE
DB00972	AZELASTINE HYDROCHLORIDE
DB00972	OPTIVAR
DB00974	EDETIC ACID
DB00975	DIPYRIDAMOLE
DB00975	NSC-515776
DB00975	PERSANTINE
DB00977	ESTINYL
DB00977	ETHINYL ESTRADIOL
DB00977	ETHINYLESTRADIOL
DB00977	FEMINONE
DB00977	LYNORAL
DB00978	LOMEFLOXACIN
DB00978	LOMEFLOXACIN HYDROCHLORIDE
DB00978	MAXAQUIN
DB00978	NY-198
DB00979	CYCLOGYL
DB00979	CYCLOPENTOLATE
DB00979	CYCLOPENTOLATE HYDROCHLORIDE
DB00979	CYLATE
DB00979	PENTOLAIR
DB00980	RAMELTEON
DB00980	ROZEREM
DB00980	TAK-375
DB00980	TAK375
DB00981	ANTILIRIUM
DB00981	PHYSOSTIGMINE
DB00981	PHYSOSTIGMINE SALICYLATE
DB00982	ABEREL
DB00982	ABSORICA
DB00982	ACCUTANE
DB00982	ALITRETINOIN
DB00982	ALRT-1057
DB00982	ALRT1057
DB00982	ALTRENO
DB00982	AMNESTEEM
DB00982	AVITA
DB00982	BAL-4079
DB00982	CLARAVIS
DB00982	EUDYNA
DB00982	ISOTRETINOIN
DB00982	LGD-1057
DB00982	LGD1057
DB00982	NSC-122758
DB00982	PANRETIN
DB00982	PAT-001
DB00982	RENOVA
DB00982	RETIN A
DB00982	RETIN-A
DB00982	RETINOIC ACID
DB00982	RO 4-3780
DB00982	RO-4-3780
DB00982	RO-43780
DB00982	SOTRET
DB00982	TRETINOIN
DB00982	VESANOID
DB00983	ARFORMOTEROL
DB00983	ARFORMOTEROL TARTRATE
DB00983	BD 40A
DB00983	BD-40A
DB00983	BROVANA
DB00983	FORADIL
DB00983	FORASEQ
DB00983	FORMOTEROL
DB00983	FORMOTEROL FUMARATE
DB00983	FORMOTEROL FUMARATE DIHYDRATE
DB00983	OXEZE
DB00983	PERFORMIST
DB00984	DURABOLIN
DB00984	NANDROLONE PHENPROPIONATE
DB00984	NANDROLONE PHENYLPROPIONATE
DB00985	BELDIN
DB00985	BELIX
DB00985	BENADRYL
DB00985	BENYLIN
DB00985	DIMENHYDRINATE
DB00985	DIPHEN
DB00985	DIPHENHYDRAMINE
DB00985	DIPHENHYDRAMINE CITRATE
DB00985	DIPHENHYDRAMINE HYDROCHLORIDE
DB00985	DRAMAMINE
DB00985	HYDRAMINE
DB00985	RESTAMIN
DB00985	SILPHEN
DB00985	VICKS FORMULA 44
DB00986	AD-237
DB00986	CHF-5259
DB00986	CHF5259
DB00986	DRM-04
DB00986	DRM04
DB00986	GLYCOPYRROLATE
DB00986	GLYCOPYRRONIUM
DB00986	GLYCOPYRRONIUM BROMIDE
DB00986	NVA-237
DB00986	NVA237
DB00986	ORG-NC-45
DB00986	PT-001
DB00986	PT001
DB00986	QBREXZA
DB00986	ROBINUL
DB00986	SEEBRI
DB00987	CYTARABINE
DB00987	CYTARABINE HYDROCHLORIDE
DB00987	CYTOSAR
DB00987	CYTOSAR-U
DB00987	DEPOCYT
DB00987	NSC-63878
DB00987	U-19,920
DB00987	U-19920
DB00987	U-19920A
DB00988	DOPAMINE
DB00988	DOPAMINE HYDROCHLORIDE
DB00988	INTROPIN
DB00989	ENA 713
DB00989	ENA-713
DB00989	ENA-713D
DB00989	EXELON
DB00989	ONO-2540
DB00989	PROMETAX
DB00989	RIVASTIGMINE
DB00989	RIVASTIGMINE HYDROGEN TARTRATE
DB00989	RIVASTIGMINE TARTRATE
DB00989	SDZ-212-713
DB00989	SDZ-ENA-713
DB00990	AROMASIN
DB00990	EXEMESTANE
DB00990	FCE-24304
DB00990	FCE24304
DB00990	PNU-155971
DB00991	DAYPRO
DB00991	DAYPRO ALTA
DB00991	OXAPROZIN
DB00991	OXAPROZIN POTASSIUM
DB00992	METHYL AMINOLEVULINATE
DB00992	METHYL AMINOLEVULINATE HYDROCHLORIDE
DB00992	METVIX
DB00992	METVIXIA
DB00993	AZASAN
DB00993	AZATHIOPRINE
DB00993	AZATHIOPRINE SODIUM
DB00993	AZATHIOPRINE SODIUM SALT
DB00993	IMURAN
DB00996	DM-1796
DB00996	GABAPENTIN
DB00996	GRALISE
DB00996	NEURONTIN
DB00997	ADRIAMYCIN
DB00997	ADRIBLASTINA
DB00997	CAELYX
DB00997	DOXIL
DB00997	DOXORUBICIN
DB00997	DOXORUBICIN HYDROCHLORIDE
DB00997	ELLENCE
DB00997	EPIRUBICIN
DB00997	EPIRUBICIN HYDROCHLORIDE
DB00997	FARMORUBICIN
DB00997	FARMORUBICINA
DB00997	IMI-28
DB00997	LIPOSOMAL DOXORUBICIN HYDROCHLORIDE
DB00997	NSC-123127
DB00997	NSC-256942
DB00997	RUBEX
DB00998	FROVA
DB00998	FROVATRIPTAN
DB00998	FROVATRIPTAN SUCCINATE
DB00998	FROVELAN
DB00998	VML 251
DB00998	VML-251
DB00999	ESIDREX
DB00999	ESIDRIX
DB00999	HYDRO-D
DB00999	HYDROCHLOROTHIAZIDE
DB00999	HYDRODIURIL
DB00999	MICROZIDE
DB00999	ORETIC
DB01001	ACCUNEB
DB01001	AEROLIN
DB01001	AIROMIR
DB01001	ALBUTEROL
DB01001	ALBUTEROL SULFATE
DB01001	ASF-1096
DB01001	LEVALBUTEROL HYDROCHLORIDE
DB01001	LEVALBUTEROL TARTRATE
DB01001	LEVOSALBUTAMOL
DB01001	LEVOSALBUTAMOL HYDROCHLORIDE
DB01001	PROAIR
DB01001	PROAIR RESPICLICK
DB01001	PROVENTIL
DB01001	SALBUTAMOL
DB01001	SALBUTAMOL SULFATE
DB01001	SULTANOL
DB01001	VENTILASTIN
DB01001	VENTODISKS
DB01001	VENTOLIN
DB01001	VOLMAX
DB01001	VOSPIRE
DB01001	XOPENEX
DB01001	XOPENEX HFA
DB01002	BUCAINE
DB01002	BUPIVACAINE
DB01002	BUPIVACAINE HYDROCHLORIDE
DB01002	CARBOSTESIN
DB01002	CHIROCAINE
DB01002	EXPAREL
DB01002	LEVOBUPIVACAINE
DB01002	LEVOBUPIVACAINE HYDROCHLORIDE
DB01002	LIQ-865
DB01002	LIQ865
DB01002	MARCAINE
DB01002	NOVABUPI
DB01002	SENSORCAINE
DB01002	SKY-0402
DB01002	SKY0402
DB01003	CROLOM
DB01003	CROMOGLICATE SODIUM
DB01003	CROMOGLICIC ACID
DB01003	CROMOLYN
DB01003	CROMOLYN SODIUM
DB01003	CROMOPTIC
DB01003	FPL-670
DB01003	GASTROCROM
DB01003	INTAL
DB01003	NASALCROM
DB01003	OPTICROM
DB01003	SODIUM CROMOGLICATE
DB01004	CYTOVENE
DB01004	GANCICLOVIR
DB01004	GANCICLOVIR SODIUM
DB01004	RS-21592
DB01004	VITRASERT
DB01004	ZIRGAN
DB01005	DROXIA
DB01005	HYDREA
DB01005	HYDROXYCARBAMIDE
DB01005	HYDROXYUREA
DB01005	SIKLOS
DB01005	SQ 1089
DB01005	SQ-1089
DB01006	CGS 20267
DB01006	CGS-20267
DB01006	FEMARA
DB01006	LETROZOLE
DB01007	TIOCONAZOLE
DB01007	VAGISTAT
DB01007	VAGISTAT-1
DB01008	BUSILVEX
DB01008	BUSULFAN
DB01008	BUSULFEX
DB01008	MYLERAN
DB01009	19583RP
DB01009	ACTRON
DB01009	ALRHEUMAT
DB01009	ARVELES
DB01009	CAPISTEN
DB01009	DEXKETOPROFEN
DB01009	IDEA-033
DB01009	KETOPROFEN
DB01009	NEXCEDE
DB01009	ORUDIS
DB01009	ORUVAIL
DB01009	RP-19583
DB01009	SECTOR
DB01010	EDROPHONIUM
DB01010	EDROPHONIUM CHLORIDE
DB01010	ENLON
DB01010	REVERSOL
DB01010	TENSILON
DB01011	METOPIRONE
DB01011	METYRAPONE
DB01011	SU-4885
DB01012	AMG 073
DB01012	AMG-073
DB01012	AMG073
DB01012	CINACALCET
DB01012	CINACALCET HYDROCHLORIDE
DB01012	KRN-1493
DB01012	KRN1493
DB01012	SENSIPAR
DB01013	CLOBETASOL 17-PROPIONATE
DB01013	CLOBETASOL PROPIONATE
DB01013	CLOBEX
DB01013	CORMAX
DB01013	DERMOVATE
DB01013	EMBELINE
DB01013	IMPOYZ
DB01013	PSOREX
DB01013	TEMOVATE
DB01014	BALSALAZIDE
DB01014	BALSALAZIDE DISODIUM
DB01014	BX-661A
DB01014	BX661A
DB01014	COLAZAL
DB01014	COLAZIDE
DB01015	GANTANOL
DB01015	SULFAMETHOXAZOLE
DB01018	BS 100-141
DB01018	BS-100-141
DB01018	ESTULIC
DB01018	GUANFACINE
DB01018	GUANFACINE HYDROCHLORIDE
DB01018	INTUNIV
DB01018	SPD503
DB01018	TENEX
DB01019	BETHANECHOL
DB01019	BETHANECHOL CHLORIDE
DB01019	DUVOID
DB01019	MYOTONACHOL
DB01019	URECHOLINE
DB01020	CORANGIN
DB01020	IMDUR
DB01020	IS 5-MN
DB01020	IS-5-MN
DB01020	IS-5MN
DB01020	ISOSORBIDE MONONITRATE
DB01020	MONOKET
DB01021	METAHYDRIN
DB01021	NAQUA
DB01021	TRICHLORMETHIAZIDE
DB01022	AQUAMEPHYTON
DB01022	KONAKION
DB01022	MEPHYTON
DB01022	PHYLLOQUINONE
DB01022	PHYTOMENADIONE
DB01022	PHYTONADIONE
DB01022	VETA-K1
DB01022	VITAMIN K
DB01022	VITAMIN K1
DB01023	C08CA02
DB01023	FELODIPINE
DB01023	PLENDIL
DB01024	ERL 080
DB01024	ERL-080
DB01024	MYCOPHENOLATE SODIUM
DB01024	MYCOPHENOLIC ACID
DB01024	MYFORTIC
DB01025	AA-673
DB01025	AMLEXANOX
DB01025	APHTHASOL
DB01025	CHX 3673
DB01025	CHX-3673
DB01025	SOLFA
DB01026	COR-003
DB01026	COR003
DB01026	EXTINA
DB01026	KETOCONAZOLE
DB01026	KETOZOLE
DB01026	LEVOKETOCONAZOLE
DB01026	NIZORAL
DB01026	R 41,400
DB01026	R-41400
DB01026	XOLEGEL
DB01028	METHOXYFLURANE
DB01028	PENTHRANE
DB01029	AVAPRO
DB01029	BMS-186295
DB01029	IRBESARTAN
DB01029	KARVEA
DB01029	SR 47436
DB01029	SR-47436
DB01030	HYCAMPTIN
DB01030	HYCAMTIN
DB01030	NOGITECAN HYDROCHLORIDE
DB01030	NSC-609699
DB01030	SKF-104864
DB01030	TOPOTECAN
DB01030	TOPOTECAN HYDROCHLORIDE
DB01033	6-MERCAPTOPURINE
DB01033	6-MERCAPTOPURINE MONOHYDRATE
DB01033	MERCAPTOPURINE
DB01033	NSC-755
DB01033	PURINETHOL
DB01033	PURIXAN
DB01033	XALUPRINE
DB01035	PROCAINAMIDE
DB01035	PROCAINAMIDE HYDROCHLORIDE
DB01035	PROCAN
DB01035	PROCAN SR
DB01035	PROCANBID
DB01035	PRONESTYL
DB01037	ELDEPRYL
DB01037	EMSAM
DB01037	SELEGILINE
DB01037	SELEGILINE HYDROCHLORIDE
DB01037	ZELAPAR
DB01041	CELGENE
DB01041	CONTERGAN
DB01041	DISTAVAL
DB01041	KEVADON
DB01041	MYRIN
DB01041	NEUROSEDYN
DB01041	NSC-66847
DB01041	PANTOSEDIV
DB01041	PHARMION
DB01041	SOFTENON
DB01041	THALIDOMIDE
DB01041	THALOMID
DB01042	ALKERAN
DB01042	CB 3025
DB01042	CB-3025
DB01042	EVOMELA
DB01042	MELPHALAN
DB01042	MELPHALAN HYDROCHLORIDE
DB01042	MERPHALAN
DB01042	SARCOLYSIN
DB01043	AKATINOL
DB01043	D-145
DB01043	EBIXA
DB01043	FP-01
DB01043	MEMANTINE
DB01043	MEMANTINE HYDROCHLORIDE
DB01043	NAMENDA
DB01044	AM-1155
DB01044	GATIFLOXACIN
DB01044	TEQUIN
DB01044	ZYMAR
DB01044	ZYMAXID
DB01045	EREMFAT
DB01045	L-5103
DB01045	RIFADIN
DB01045	RIFADINE
DB01045	RIFAMPICIN
DB01045	RIFAMPIN
DB01045	RIMACTAN
DB01045	RIMACTANE
DB01046	AMITIZA
DB01046	LUBIPROSTONE
DB01046	RU-0211
DB01047	FLUOCINONIDE
DB01047	LIDEX
DB01047	VANOS
DB01050	ADVIL
DB01050	ARFEN
DB01050	BURANA
DB01050	CALDOLOR
DB01050	CAP-PROFEN
DB01050	DEXIBUPROFEN
DB01050	DOLORMIN
DB01050	IBU-TAB
DB01050	IBUPRIN
DB01050	IBUPROFEN
DB01050	IBUPROFEN LYSINATE
DB01050	IBUPROFEN LYSINE
DB01050	IBUPROFEN SODIUM
DB01050	IBUPROHM
DB01050	M01AE01
DB01050	MIDOL
DB01050	MOTRIN
DB01050	NEOPROFEN
DB01050	NUPRIN
DB01050	PEDEA
DB01050	PROFEN
DB01050	RUFEN
DB01050	SAREN
DB01050	SOLUFENUM
DB01050	TAB-PROFEN
DB01051	ALBAMYCIN
DB01051	NOVOBIOCIN
DB01051	NOVOBIOCIN CALCIUM
DB01051	NOVOBIOCIN SODIUM
DB01053	BENZYLPENICILLIN
DB01053	BENZYLPENICILLIN POTASSIUM
DB01053	BENZYLPENICILLIN SODIUM
DB01053	BICILLIN
DB01053	PENICILLIN G
DB01053	PENICILLIN G BENZATHINE
DB01053	PENICILLIN G POTASSIUM
DB01053	PENICILLIN G PROCAINE
DB01053	PENICILLIN G SODIUM
DB01053	PENICILLIN-2
DB01053	PENTIDS
DB01053	PERMAPEN
DB01053	PFIZERPEN
DB01053	PFIZERPEN-AS
DB01053	PROCAINE BENZYLPENICILLIN
DB01054	BAY E 5009
DB01054	BAY-E-5009
DB01054	BAYOTENSIN
DB01054	BAYPRESS
DB01054	NITRENDIPINE
DB01057	ECHOTHIOPHATE
DB01057	ECHOTHIOPHATE IODIDE
DB01057	ECOTHIOPATE
DB01057	ECOTHIOPATE IODIDE
DB01058	BILTRICIDE
DB01058	CYSTICIDE
DB01058	EMBAY 8440
DB01058	EMBAY-8440
DB01058	PRAZIQUANTEL
DB01059	CHIBROXIN
DB01059	MK-366
DB01059	NORFLOXACIN
DB01059	NOROXIN
DB01060	AMOXICILLIN
DB01060	AMOXICILLIN HYDRATE
DB01060	AMOXICILLIN SODIUM
DB01060	AMOXICILLIN TRIHYDRATE
DB01060	AMOXIL
DB01060	BRL 2333
DB01060	BRL-2333
DB01060	DISPERMOX
DB01060	LAROTID
DB01060	MOXATAG
DB01060	POLYMOX
DB01060	TRIMOX
DB01060	UTIMOX
DB01060	WYMOX
DB01062	CYSTRIN
DB01062	MJ 4309-1
DB01062	MJ-4309-1
DB01062	OXYBUTYNIN
DB01062	OXYBUTYNIN CHLORIDE
DB01062	OXYBUTYNIN HYDROCHLORIDE
DB01062	OXYTROL
DB01062	POLLAKISU
DB01064	AEROLONE
DB01064	EUSPIRAN
DB01064	ISOPRENALINE
DB01064	ISOPRENALINE HYDROCHLORIDE
DB01064	ISOPRENALINE SULFATE
DB01064	ISOPROTERENOL
DB01064	ISOPROTERENOL HYDROCHLORIDE
DB01064	ISOPROTERENOL SULFATE
DB01064	ISUPREL
DB01064	MEDIHALER-ISO
DB01064	NOVODRIN
DB01067	GLIPIZIDE
DB01067	GLUCOTROL
DB01067	K 4024
DB01067	K-4024
DB01068	CLONAZEPAM
DB01068	KLONOPIN
DB01068	RIVOTRIL
DB01068	RO 5-4023
DB01068	RO-5-4023
DB01068	RO-54023
DB01069	DIPHERGAN
DB01069	PHENERGAN
DB01069	PROMETAZIN
DB01069	PROMETHAZINE
DB01069	PROMETHAZINE HYDROCHLORIDE
DB01069	PROMETHEGAN
DB01069	PRONASE
DB01069	PROREX
DB01069	PROTHAZIN
DB01069	PROVIGAN
DB01069	REMSED
DB01069	ZIPAN-50
DB01070	DIHYDROTACHYSTEROL
DB01070	HYTAKEROL
DB01072	ATAZANAVIR
DB01072	ATAZANAVIR SULFATE
DB01072	BMS-232632
DB01072	BMS-232632-05
DB01072	CGP-73547
DB01072	REYATAZ
DB01074	PERHEXILINE
DB01074	PERHEXILINE MALEATE
DB01075	BELDIN
DB01075	BELIX
DB01075	BENADRYL
DB01075	BENYLIN
DB01075	DIPHEN
DB01075	DIPHENHYDRAMINE
DB01075	DIPHENHYDRAMINE CITRATE
DB01075	DIPHENHYDRAMINE HYDROCHLORIDE
DB01075	HYDRAMINE
DB01075	RESTAMIN
DB01075	SILPHEN
DB01075	VICKS FORMULA 44
DB01076	ATORVASTATIN
DB01076	ATORVASTATIN CALCIUM
DB01076	ATORVASTATIN CALCIUM HYDRATE
DB01076	ATORVASTATIN CALCIUM TRIHYDRATE
DB01076	CI-981
DB01076	LIPITOR
DB01076	SORTIS
DB01076	TORVAST
DB01076	TOTALIP
DB01077	DIDRONEL
DB01077	ETIDRONATE DISODIUM
DB01077	ETIDRONIC ACID
DB01079	HTF 919
DB01079	HTF-919
DB01079	SDZ-HTF-919
DB01079	TEGASEROD
DB01079	TEGASEROD MALEATE
DB01079	ZELNORM
DB01080	CPP-109
DB01080	SABRIL
DB01080	VIGABATRIN
DB01081	DIPHENOXYLATE
DB01081	DIPHENOXYLATE HYDROCHLORIDE
DB01082	STREPTOMYCIN
DB01082	STREPTOMYCIN SESQUISULFATE
DB01082	STREPTOMYCIN SULFATE
DB01083	ORLISTAT
DB01083	XENICAL
DB01084	EMADINE
DB01084	EMEDASTINE
DB01084	EMEDASTINE DIFUMARATE
DB01084	KB-2413
DB01085	OCUSERT PILO
DB01085	PILOCARPINE
DB01085	PILOCARPINE HYDROCHLORIDE
DB01085	PILOCARPINE NITRATE
DB01085	PILOPINE HS
DB01086	AMERICAINE
DB01086	ANAESTHESIN
DB01086	AR-01
DB01086	BABY ANBESOL
DB01086	BENZOCAINE
DB01086	FLAVAMED
DB01086	NORCAINE
DB01087	NEO-QUIPENYL
DB01087	PRIMAQUINE
DB01087	PRIMAQUINE DIPHOSPHATE
DB01087	PRIMAQUINE PHOSPHATE
DB01088	CILOPROST
DB01088	ENDOPROST
DB01088	ILOMEDIN
DB01088	ILOPROST
DB01088	VENTAVIS
DB01088	ZK-36374
DB01091	BUTENAFINE
DB01091	BUTENAFINE HYDROCHLORIDE
DB01091	KP-363
DB01091	MENTAX
DB01092	G-STROPHANTHIN
DB01092	OUABAIN
DB01093	DIMETHYL SULFOXIDE
DB01093	RIMSO-50
DB01093	SQ 9453
DB01093	SQ-9453
DB01097	ARAVA
DB01097	HWA-486
DB01097	LEFLUNOMIDE
DB01097	SU-101
DB01097	SU101
DB01099	ANCOBON
DB01099	FLUCYTOSINE
DB01099	RO 2-9915
DB01099	RO-2-9915
DB01100	PIMOZIDE
DB01100	R-6238
DB01101	CAPECITABINE
DB01101	CAPECITABINE TEVA
DB01101	ECANSYA
DB01101	XELODA
DB01103	ATABRINE
DB01103	MEPACRINE
DB01103	QUINACRINE
DB01103	QUINACRINE HYDROCHLORIDE
DB01104	LUSTRAL
DB01104	SERTRALINE
DB01104	SERTRALINE HYDROCHLORIDE
DB01104	ZOLOFT
DB01105	BTS 54524
DB01105	BTS-54524
DB01105	MERIDIA
DB01105	REDUCTIL
DB01105	SIBUTRAMINE
DB01105	SIBUTRAMINE HYDROCHLORIDE
DB01105	SIBUTRAMINE HYDROCHLORIDE MONOHYDRATE
DB01106	LEVOCABASTINE
DB01106	LEVOCABASTINE HYDROCHLORIDE
DB01106	LIVOSTIN
DB01106	R 50,547
DB01106	R-50547
DB01108	DESOPAN
DB01108	MODRASTANE
DB01108	MODRENAL
DB01108	TRILOSTANE
DB01108	WIN 24,540
DB01108	WIN-24540
DB01110	MICONAZOLE
DB01110	MICONAZOLE NITRATE
DB01110	MONISTAT
DB01112	CEFUROXIME
DB01112	CEFUROXIME SODIUM
DB01112	KEFUROX
DB01112	ZINACEF
DB01113	PAPAVERINE
DB01113	PAPAVERINE HYDROCHLORIDE
DB01114	CHLOR-TRIMETON
DB01114	CHLORPHENAMINE
DB01114	CHLORPHENAMINE MALEATE
DB01114	CHLORPHENIRAMINE
DB01114	CHLORPHENIRAMINE MALEATE
DB01114	CHLORPHENIRAMINE POLISTIREX
DB01114	D-CHLORPHENIRAMINE MALEATE
DB01114	DEXCHLORPHENIRAMINE
DB01114	DEXCHLORPHENIRAMINE MALEATE
DB01114	EFIDAC
DB01114	KLOROMIN
DB01114	PHENETRON
DB01114	POLARAMINE
DB01114	TELDRIN
DB01115	ADALAT
DB01115	AFEDITAB CR
DB01115	BAY A 1040
DB01115	BAY-A-1040
DB01115	CORACTEN
DB01115	NIFEDIPINE
DB01115	PROCARDIA
DB01116	ARFONAD
DB01116	TRIMETAPHAN
DB01116	TRIMETAPHAN CAMSILATE
DB01116	TRIMETHAPHAN
