drugbank_id	drugbank_name	chembl	drugbank	pdb	iuphar	pubchem_dotf	kegg_ligand	chebi	nih_ncc	zinc	emolecules	ibm	atlas	ibm_patents	fdasrs	surechembl	pharmgkb	hmdb	selleck	pubchem_tpharma	pubchem	mcule	nmrshiftdb2	lincs	actor	recon	molport	nikkaji	bindingdb	comptox	lipidmaps	drugcentral	carotenoiddb	metabolights	brenda	rhea	chemicalbook	dailymed	swisslipids	dailymed_new	clinicaltrials
DB03478	2'-O-Acetyl Adenosine-5-Diphosphoribose	0	1	2	1	0	0	2	0	15	0	2	0	0	0	3	0	1	0	3	18	0	0	0	1	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0
DB03479	8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione	1	1	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03480	Brequinar Analog	2	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
DB03481	5,10-Dimethylene Tetrahydromethanopterin	0	1	1	0	0	1	2	0	3	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	0	0
DB03482	8-demethyl-8-dimethylamino-flavin-adenine-dinucleotide	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03483	(4S)-5-[[(2S)-1-[[(2S)-1-Amino-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-4-benzamido-5-oxopentanoic acid	0	1	1	0	0	0	0	0	2	0	1	0	0	0	3	0	0	0	1	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03484	L-Alpha-Glycerophosphorylethanolamine	0	1	1	0	0	1	4	0	2	0	3	0	0	4	4	0	1	0	3	12	0	0	0	2	0	0	3	0	0	0	0	0	0	10	1	1	0	0	0	0
DB03485	Alpha-D-Fucose	6	5	8	0	0	9	15	0	25	28	37	0	0	12	79	0	7	1	27	178	10	0	0	12	1	12	30	1	1	0	0	0	9	30	7	4	0	0	0	0
DB03486	Phosphomethylphosphonic acid guanosyl ester	1	1	1	0	0	0	0	0	3	0	1	0	0	0	3	0	0	0	2	10	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
DB03487	(S)-Aspartimide	0	1	1	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	11	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
DB03488	Uridine-5'-diphosphate-2-deoxy-2-fluoro-alpha-D-galactose	1	2	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	22	0	0	0	1	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0
DB03489	2-Keto-3-Deoxygluconate	0	1	2	0	0	2	6	0	4	0	3	0	0	0	5	0	1	0	3	15	0	0	0	2	0	0	8	0	0	2	0	0	4	13	3	0	0	0	0	0
DB03490	3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole	1	1	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0
DB03491	2'-Deoxyguanosine-5'-Diphosphate	1	1	1	0	0	1	2	0	6	2	1	0	0	0	6	0	1	0	1	26	0	0	0	2	1	1	2	1	1	0	0	0	2	9	1	1	0	0	0	0
DB03492	lambda-bis(2,2'-bipyridine)imidazole osmium (II)	1	1	4	0	0	0	6	0	1	8	4	1	0	1	55	0	0	0	37	36	1	1	0	3	0	1	12	1	6	0	0	0	0	21	0	2	0	0	0	0
DB03493	7-Methylguanosine	3	1	1	0	0	0	1	0	11	2	2	0	0	1	11	0	1	0	2	32	0	0	0	2	0	2	2	1	1	0	0	0	1	3	1	0	0	0	0	0
DB03495	4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose	1	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
DB03496	Alvocidib	8	1	2	1	1	0	3	0	4	4	6	1	0	2	19	1	0	1	13	40	0	0	1	2	0	2	3	4	1	0	0	0	0	1	0	2	0	0	0	15
DB03497	O-Sulfo-L-Serine	1	1	1	0	0	1	2	0	2	1	2	0	0	1	2	0	0	0	9	24	0	0	0	2	0	1	2	1	4	0	0	0	2	8	1	0	0	0	0	0
DB03498	Mercaptomethyl Phosphonate	1	1	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DB03499	Malate Ion	2	2	2	1	0	4	6	0	2	4	6	0	0	2	8	0	3	0	8	31	5	2	0	8	1	3	12	3	5	0	0	0	6	15	3	4	1	0	1	1
DB03500	Tricosanoic Acid	1	1	1	0	0	0	2	0	1	1	1	0	0	1	11	0	1	0	1	51	1	0	0	5	0	1	27	0	4	1	0	0	2	0	0	1	0	1	0	0
DB03501	Galactose-uridine-5'-diphosphate	4	3	3	2	0	2	9	0	22	8	5	0	0	1	25	0	4	0	14	132	0	1	0	6	2	5	19	5	6	0	0	0	8	31	2	2	0	0	0	0
DB03502	(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03503	4-Acetyl-4-guanidino-6-methyl(propyl)carboxamide-4,5-dihydro-2H-pyran-2-carboxylic acid	2	1	1	0	0	0	0	0	4	0	1	0	0	0	3	0	0	0	3	8	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DB03504	9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DB03505	2,6-diaminoquinazolin-4-ol	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
DB03506	9-Deazaadenine	0	1	1	0	0	0	0	0	1	1	2	0	0	0	4	0	0	0	0	6	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
DB03507	6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03508	1-Ethoxy-2-(2-Methoxyethoxy)Ethane	0	1	1	0	0	0	0	0	1	1	1	0	0	1	11	0	0	0	0	18	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
DB03509	2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DB03510	6-O-Phosphoryl Inosine Monophosphate	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03511	alpha-D-galacturonic acid	10	5	10	0	0	7	17	0	27	25	31	0	0	9	179	0	5	0	63	355	1	0	0	13	1	12	15	0	9	0	0	0	17	30	5	2	2	0	2	2
DB03512	Uridine-2',3'-vanadate	4	3	6	0	0	2	17	0	4	4	0	3	0	5	67	0	2	0	20	41	1	1	0	21	2	3	13	0	8	0	0	0	9	9	1	2	1	0	1	1
DB03513	(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03514	2-Methoxy-4-Vinyl-Phenol	1	1	1	0	0	1	1	0	1	1	3	0	0	1	12	0	1	0	1	14	1	0	0	2	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0
DB03515	Equilenin	1	1	1	0	0	1	0	0	4	3	5	0	0	1	10	0	0	0	3	15	0	0	0	1	0	2	4	1	2	1	0	0	0	2	0	1	0	0	0	0
DB03516	Eniluracil	1	1	0	0	1	0	0	0	1	2	2	0	0	1	9	0	0	0	3	12	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	3
DB03517	[Methylthio]Acetate	0	1	1	0	0	1	2	0	1	1	7	0	0	2	15	0	0	0	2	43	1	0	0	1	0	1	5	0	1	0	0	0	2	8	1	1	0	0	0	0
DB03518	Mevalonic acid	1	1	1	2	0	2	6	0	2	4	5	2	0	0	11	0	2	0	2	44	0	0	0	4	1	2	15	0	6	1	0	0	6	14	1	0	0	1	0	0
DB03520	6-Chloro-2-fluoropurine	0	1	1	0	0	0	0	0	1	2	3	0	0	0	1	0	0	0	2	3	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0
DB03522	Aspartic Acid-4-Carboxymethyl Ester	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03523	Brequinar	2	1	1	1	1	0	0	0	1	0	1	0	0	2	7	0	0	0	3	14	0	0	1	2	0	2	2	2	2	0	0	0	0	2	0	2	0	0	0	5
DB03524	N-[3-[4-(3-aminopropyl)piperazin-1-yl]propyl]-3-[(2-thiophen-2-ylacetyl)amino]-5-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzamide	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03525	RU79073	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DB03526	AL5927	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DB03528	9-Beta-D-Xylofuranosyl-Adenine	10	3	3	2	1	1	6	1	22	10	24	0	0	2	41	1	2	2	23	93	10	1	4	13	1	6	30	7	3	0	2	0	2	25	1	3	1	0	1	9
DB03530	Acylated ceftazidime	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03532	Phosphomethylphosphonic acid guanylate ester	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0
DB03533	Glycoluril	1	1	1	0	0	0	3	0	1	1	4	0	0	1	20	0	0	0	2	24	0	0	0	4	0	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0
DB03534	3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DB03535	Z-Pro-Prolinal	1	1	1	0	0	0	0	0	2	2	1	0	0	0	5	0	0	0	1	5	0	0	1	1	0	0	1	1	0	0	0	0	0	14	0	0	0	0	0	0
DB03536	Benzyl N-[(2S)-5-(diaminomethylamino)-1-[[(2S)-4-fluoro-3-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamate	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03537	[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03539	2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03540	Norcamphor	1	1	1	0	0	0	0	0	4	2	6	0	0	0	12	0	0	0	3	20	2	1	0	2	0	1	4	0	3	0	0	0	0	5	0	1	0	0	0	0
DB03541	10-Propargyl-5,8-Dideazafolic Acid	3	1	1	0	1	1	1	0	2	0	2	0	0	0	2	0	0	0	2	4	0	0	0	1	0	0	2	4	0	0	0	0	0	1	0	0	0	0	0	0
DB03542	L-Myo-Inositol-1-Phosphate	2	1	3	3	0	4	12	0	22	8	15	0	0	0	48	0	4	0	10	77	0	0	0	6	3	4	10	1	2	0	0	0	8	42	6	0	0	0	0	0
DB03543	1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate	0	1	2	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DB03544	S-Phosphocysteine	0	1	1	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
DB03546	N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic acid	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03548	3-deoxy-α-D-manno-oct-2-ulopyranosonic acid	0	1	1	0	0	0	3	0	8	2	7	0	0	0	4	0	0	0	10	48	0	0	0	1	0	0	12	0	1	0	0	0	0	8	1	1	0	0	0	0
DB03549	Biotinyl P-Nitroaniline	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03550	Isopenicillin N	1	1	1	0	0	2	4	0	6	0	3	0	0	0	2	0	0	0	7	18	0	0	0	3	0	0	4	0	1	0	1	0	0	3	2	0	0	0	0	0
DB03551	(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03552	3-Tyrosine	1	1	1	0	0	0	2	0	2	3	8	0	0	1	12	0	1	0	50	68	1	0	0	3	0	4	3	0	1	0	0	0	2	12	1	3	0	0	0	0
DB03553	Glutaric Acid	1	1	1	0	0	1	3	0	1	2	5	0	0	1	4	0	1	0	1	13	1	1	0	3	0	1	3	1	1	0	0	0	3	6	1	1	0	1	0	0
DB03554	5-Iodouracil	1	1	1	0	0	0	1	0	1	3	1	0	0	1	9	0	0	0	4	12	1	1	0	0	0	3	2	1	1	0	0	0	0	3	0	1	0	0	0	0
DB03555	CRA_11092	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
DB03556	2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400	0	1	1	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03557	4-[[(2S)-1-[[6-[(1-Amino-1-oxo-3-sulfanylpropan-2-yl)amino]-6-oxohexyl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[[2-[4-[difluoro(phosphono)methyl]phenyl]acetyl]amino]-4-oxobutanoic acid	1	1	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03558	SP-876	1	1	1	0	0	0	0	0	2	0	3	0	0	0	2	0	0	0	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DB03559	Cyclohexylformamide	1	1	1	0	0	1	1	0	1	1	1	0	0	1	16	0	0	0	1	176	1	1	0	1	0	1	1	1	1	0	0	0	1	2	1	0	0	0	0	0
DB03560	P-Hydroxybenzaldehyde	1	1	1	0	0	1	1	0	1	2	13	0	0	1	63	0	1	0	4	160	1	1	0	3	0	1	6	1	4	0	0	0	1	4	1	1	0	0	0	0
DB03562	Tetrahydrodeoxyuridine	0	1	1	0	0	0	0	0	5	2	4	0	0	0	6	0	0	0	1	17	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0
DB03564	(4r)-2-Methylpentane-2,4-Diol	1	1	2	0	0	0	2	0	2	2	3	0	0	0	77	0	0	0	1	98	1	1	0	8	0	3	3	0	1	0	0	0	0	3	0	3	0	0	0	1
DB03565	1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0
DB03566	Spermidine	4	1	2	1	0	1	2	0	1	8	1	0	0	2	87	0	1	0	15	125	3	0	1	4	1	4	15	1	7	0	0	0	2	6	1	2	0	0	0	0
DB03567	alpha-N-Acetyl-D-galactosamine	9	3	11	0	1	7	11	0	25	27	25	0	0	6	105	1	5	0	18	231	2	0	0	10	3	10	17	0	5	0	1	0	9	61	6	4	0	0	0	0
DB03568	Butyric Acid	1	1	1	1	0	1	2	0	1	3	6	1	0	1	13	0	1	0	3	30	1	2	0	2	1	1	4	2	9	1	0	0	2	9	1	1	0	1	0	0
DB03569	4,5-Dehydro-L-Iduronic Acid	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DB03570	Tris-Hydroxymethyl-Methyl-Ammonium	0	1	1	0	0	0	0	0	0	0	1	0	0	0	42	0	0	0	9	57	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0
DB03571	3-(5-amino-7-hydroxy-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(3,5-dichlorobenzyl)-benzamide	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DB03572	FR230513	1	1	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0
DB03573	WRR-99	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03574	Ferricrocin-iron	0	2	0	0	0	1	3	0	4	2	0	0	0	5	65	1	0	0	11	26	1	0	0	13	0	1	3	0	3	0	1	0	2	2	0	2	0	0	0	0
DB03575	Phencyclidine	6	1	1	1	0	1	1	0	1	3	2	0	0	2	18	1	0	0	2	31	0	0	0	4	0	0	2	1	4	0	1	0	0	2	0	1	0	0	0	3
DB03576	N-Pyridoxyl-Threonine-5-Monophosphate	0	1	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03577	Alpha-Benzyl-Aminobenzyl-Phosphonic Acid	5	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	7	1	0	0	0	0	0	2	3	1	0	0	0	0	2	0	0	0	0	0	0
DB03578	Pyruvamide	0	1	1	0	0	0	0	0	1	0	2	0	0	1	6	0	0	0	1	34	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
DB03581	Glucose-6-Phosphate	0	2	1	0	0	1	7	0	15	10	0	0	0	6	87	0	0	0	3	134	0	0	0	7	0	6	14	1	2	0	0	0	7	4	3	4	0	0	0	0
DB03582	N~2~-Succinylornithine	0	1	1	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	2	0	0	1	0	1	0	0	0	2	3	1	0	0	0	0	0
DB03583	(2E,3S)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'H)-one	0	1	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03584	4-Thio-beta-D-glucopyranose	1	1	1	0	0	0	0	0	5	0	2	0	0	0	9	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03585	Oxyphenbutazone	3	1	1	0	0	1	2	0	2	3	1	0	0	0	30	1	0	0	2	38	1	0	1	2	0	1	1	1	2	0	1	0	1	2	0	1	0	0	0	0
DB03586	(3R,4R,5S,6R)-6-Fluoro-3,4,5-trihydroxytetrahydro-2H-pyran-2-olate	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03587	Pyruvaldehyde	1	1	0	1	0	1	1	0	1	1	16	0	0	1	96	0	1	0	2	177	1	0	1	2	1	1	1	0	1	0	0	0	1	8	1	1	0	0	0	0
DB03588	Diphenylacetic Acid	1	1	1	0	0	0	1	0	1	4	1	0	0	1	45	0	0	0	4	101	2	1	0	3	0	2	8	0	1	0	0	0	1	2	0	1	0	0	0	0
DB03589	Alpha-Ketomalonic Acid	0	1	1	0	0	1	3	0	1	4	2	0	0	2	16	0	1	0	2	32	2	0	0	4	0	1	3	1	3	0	0	0	0	8	1	0	0	0	0	0
DB03590	2,6-Diaminopimelic Acid	1	1	2	1	0	2	9	0	3	3	3	0	0	0	17	0	1	0	4	27	2	1	0	4	0	1	4	0	0	1	0	0	9	30	2	2	0	0	0	0
DB03591	RU82209	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DB03592	Pterin-6-Yl-Methyl-Monophosphate	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DB03593	7-methyl-5'-guanylic acid	3	1	1	0	0	1	3	0	5	0	0	0	0	0	2	0	1	0	1	13	0	0	0	1	0	0	2	2	0	0	0	0	0	4	1	0	0	0	0	0
DB03594	1,2,4-Triazole	1	1	1	0	0	0	2	0	1	3	9	0	0	1	6	0	0	0	2	14	1	2	0	2	0	2	3	0	2	0	0	0	0	1	0	1	0	0	0	0
DB03595	CRA_9785	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DB03596	N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03597	gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine	0	1	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03598	Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
DB03600	Capric acid	1	1	1	1	0	1	2	0	1	5	1	0	0	1	3	0	1	0	7	19	1	1	0	2	1	2	3	2	6	1	0	0	2	10	1	1	0	1	0	0
DB03601	5-deoxyflavanone	2	1	1	1	0	1	2	0	2	3	2	0	0	1	7	0	1	0	3	9	3	0	1	2	0	2	2	2	2	1	0	0	2	8	1	1	0	0	0	0
DB03602	S-benzylglutathione	1	1	1	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0
DB03603	Glucaric acid	1	1	3	0	0	4	22	0	10	2	10	0	0	2	12	0	3	0	6	39	1	0	0	4	1	2	14	1	3	2	0	0	13	16	4	2	0	0	0	0
DB03604	Tiratricol	2	1	1	1	0	0	0	0	1	1	1	0	0	2	19	0	0	1	1	24	0	0	1	6	1	1	3	1	4	0	1	0	0	2	0	1	0	0	0	1
DB03605	(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid	2	1	1	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
DB03606	(S)-Rolipram	3	3	1	2	1	0	3	1	2	3	3	1	0	3	19	1	0	2	101	120	0	0	3	3	0	3	4	3	2	0	0	0	0	4	0	1	0	0	0	2
DB03607	[(1R)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB03608	Diminazene	3	1	1	1	0	1	3	0	1	1	2	0	0	4	20	0	0	0	10	28	0	0	1	3	0	3	1	1	2	0	0	0	0	2	0	2	0	0	0	1
DB03609	3'-deoxyguanosine	2	1	1	0	0	0	0	0	6	4	4	0	0	0	11	0	0	0	1	18	0	0	0	1	0	1	3	1	0	0	0	0	0	1	0	2	0	0	0	0
DB03610	4-(trifluoromethyl)phenol	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	3	1	1	0	1	0	1	2	0	1	0	0	0	1	0	0	1	0	0	0	0
DB03611	L-2-amino-4-methoxy-cis-but-3-enoic acid	2	1	1	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	1	8	0	0	0	1	0	0	4	1	0	0	0	0	0	3	0	0	0	0	0	0
